id,Title,User name,User Location,District,Participant Count,Men,Women,Children,Date of Discussion,Challenges,Solutions,Author,Organization,Language,Session Created At,Image Urls,PDF Urls,Transcript Link
"40,891",Ground Realities: Education Challenges and Community Responses,Mahadevi,"Kebballi, Dudda Gramapanchayati, Mandya Talooku, Mandya Jille, Karnataka Raajya",Mandya,25,3,16,6,2026-05-18,1. School buildings are in disrepair | 2. there is no transportation system | 3. no clean drinking water system | 4. lack of documentation | 5. road repairs,1. Submitting a request to the Gram Panchayat officials for the repair of the school building | 2. Submitting a request to the depot officials for the transport system | 3. Submitting a request to the Gram Panchayat officials for the clean drinking water system | 4. Meeting the elected representatives and Gram Panchayat officials for road repair | 5. 5 members can form a team | 6. Participate in the child enrollment movement with teachers and get children to attend school,120,VII Help Mandya,en,"May 18, 2026, 8:50 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40891/1779119154-1000574863.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40891/1779119199-1000574829.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40891/1779119246-1000574831.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40891/1779119299-1000574829.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40891/1779119372-1000574830.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40891/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,v45ribrwcpu48cafsr99zew35qnmen28
"40,892",Ground Realities: Education Challenges and Community Responses,Mahadevi SM,"Emm Kemballi Graama, Dudda Graama Panchayiti, Mandya Taalooku, Mandya Jille, Karnataka Raajya",Mandya,25,3,16,6,2026-05-18,1. School building is in poor repair. | 2. Transport system is not available. | 3. Road is in poor repair. | 4. Child enrollment is low. | 5. Clean water unit is not available.,1. Submitting a request to the Gram Panchayat Development Officers to repair the loan building. | 2. Submitting an application to the depot officers to fix the transport system. | 3. Submitting a request to the Panchayat Development Officers along with the elected officials to repair the road. | 4. Making a home visit with the loan teacher to fix the children's enrollment.,120,VII Help Samsthe,en,"May 18, 2026, 9:30 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40892/1779120580-1000574860.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40892/1779120601-1000574831.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40892/1779120636-1000574829.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40892/1779120671-1000574826.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40892/1779120716-1000574830.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40892/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,kdkq36yyl9jtm7jqfhahp1sxubmdn8rp
"40,895",Ground Realities: Education Challenges and Community Responses,Mahadevi SM,"Kebballi Grama, Dudda Grama Panchayiti, Mandya Talooku, Mandya Jille, Karnataka Rajya",Mandya,35,1,30,4,2026-05-18,1. Lack of clean water unit | 2. Lack of bench system in schools | 3. Lack of transport system | 4. Road repair,1. Submitting a request to the Gram Panchayat Development Officers for the construction of a clean water unit | 2. Submitting a request to the Gram Panchayat Officers through the local elected members for the bench system in schools | 3. Submitting a request to the depot managers for the improvement of the transport system | 4. Discussing the issue of road repairs by submitting a request to the Gram Panchayat Officers along with the local elected members,120,VII Help Samsthe,en,"May 18, 2026, 9:50 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40895/1779122051-1000574962.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40895/1779122150-1000574978.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40895/1779121953-1000574976.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40895/1779121995-1000574973.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40895/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,9ltxidu9zliwr32nytekjjcqwcm7845i
"40,904",Ground Realities: Education Challenges and Community Responses,marcelin,"Kenchanahalli, Begur, Periyapatna Taluk, Mysuru District",Mysore,18,,18,,2026-05-19,1. The school needs more rooms.,1. An application should be submitted to the Taluk Panchayat regarding the problem of rooms.,120,Shikshagraha,en,"May 19, 2026, 6:52 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40904/1779197300-IMG_20260519_084211.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40904/1779197344-IMG_20260519_084259.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40904/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,m815mshphp4uajdaph2359cxqypa58q9
"40,905",Infrastructure Gaps Affecting Student Attendance in Mysuru,Marcellin,Mysuru,Mysore,25,6,16,3,2026-05-19,"1. The village has only a school for grades 1 to 5, and students have to travel to the neighboring village of Kenchanahalli for further education, which is difficult due to the lack of a bus system or road.",1. Informing the MLA about the problem and submitting a request to have the village road repaired to improve access to education.,120,Shikshagraha,en,"May 19, 2026, 7:01 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40905/1779197885-IMG_20260519_085412.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40905/1779197922-IMG_20260519_085426.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40905/Infrastructure_Gaps_Affecting_Student_Attendance_in_Mysuru.pdf,01rfs367ubj1h9djiy6qiqh2h78tv8iy
"40,909",Ground Realities: Education Challenges and Community Responses,poornima.s.s,"Panakanahalli, Mandya, Karnataka",Mandya,50,10,25,15,2026-05-19,1. Increasing the school compound and the number of children,1. It was discussed to write a letter to the concerned PDO or department teacher.,120,Shikshagraha,en,"May 19, 2026, 9:09 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206512-20260519_124203.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206756-20260519_124036.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206543-20260519_124555.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206094-20260519_105908AMByGPSMapCamera.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779205934-20260519_174804.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779205995-20260519_124604.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206144-20260519_105911AMByGPSMapCamera.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206571-20260519_124601.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206383-20260519_124501.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206605-20260519_124550.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206413-20260519_124457.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/1779206631-20260519_124203.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40909/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,p45bu7zgyh4zakjn44odm0dn7swt6ako
"40,910",Ground Realities: Education Challenges and Community Responses,Mahadevi,"Maranahalli Grama, Dudda Grama Panchayiti, Mandya Jille, Mandya Talooku",Mandya,35,5,25,5,2026-05-19,1. Lack of school enrollment | 2. Transportation system is not adequate | 3. Roads need repair | 4. Clean drinking water system is not available | 5. Bench arrangement for children in school is insufficient,1. Visiting the village house to house with the school teachers to correct the enrollment of children in the school | 2. Submitting an application to the depot officers to correct the transport system | 3. Submitting a request to the Gram Panchayat Development Officers along with the local elected members for road repair and bench arrangement in the school,120,VII Help Samsthe,en,"May 19, 2026, 9:44 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40910/1779209080-1000576547.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40910/1779209043-1000576546.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40910/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,rzlsf1vlrwlvl0k8fknjjacsw67o0wiz
"40,911",Ground Realities: Education Challenges and Community Responses,sakamalavamma,Bii vii halli graama panchayiti paalya graama channapatna taalooku avaru daksina jille,Ramanagar,29,8,15,6,2026-04-12,1. English education for children was discussed.,1. It was decided to write a letter to the taluk education officers.,120,vii halp,en,"May 19, 2026, 10:39 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40911/1779211016-IMG-20260518-WA0011.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40911/1779211043-IMG-20260518-WA0010.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40911/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,kxnn1j6n9o59zesvssm47fa9q1vetzr8
"40,912",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Tegachakere, Channapatna Taluk, Bengaluru, South District",Ramanagar,25,5,15,5,2026-04-13,1. Computer training for children was discussed.,1. It was brought to the attention of the Panchayat Development Officers to perform duties with the Panchayat Assistant.,120,VII Help,en,"May 19, 2026, 11:17 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40912/1779213257-IMG-20251220-WA0017.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40912/1779213272-IMG-20251220-WA0018.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40912/1779213286-IMG-20251220-WA0016.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40912/1779213306-IMG-20251220-WA0019.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40912/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,sgm1i1swgerr0f3uixoml0qlt2ux059w
"40,913",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Tagachakere Graama, Tagachakere Graama Panchayat, Channapatna, Ramnagar",Ramanagar,30,,,,2026-05-04,1. Children were educated about higher education,1. Senior students were asked to take help,120,VII Help,en,"May 19, 2026, 11:26 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40913/1779213934-IMG-20251216-WA0148.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40913/1779213951-IMG-20251216-WA0149.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40913/1779213974-IMG-20251216-WA0153.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40913/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,wjsjc1kvacbgrwmnub56ejt9s5nyx0vf
"40,927",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Uchchayyana Doddi, Tagachakere Grama Panchayiti, Channapatna Talooku, Bengaluru Dakshina Jille",Ramanagar,27,2,15,10,2026-04-04,1. Children were told to learn English in primary schools.,1. Alumni were informed about the help,120,VII Help,en,"May 20, 2026, 2:51 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40927/1779269255-IMG-20251206-WA0059.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40927/1779269283-IMG-20251206-WA0053.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40927/1779269268-IMG-20251206-WA0051.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40927/1779269296-IMG-20251206-WA0054.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40927/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,slmf5wyhm97jyydlg3h53k3i6uupbnxu
"40,938",Ground Realities: Education Challenges and Community Responses,Shweta Zhe,"Srinivasapura Gate Graama, Mandya Jille, Mandya Taalooku, Karnataka",Mandya,11,,9,2,2026-05-20,1. Lack of child attendance | 2. Lack of subject teachers | 3. Lack of playgrounds | 4. Lack of physical education teachers,1. Discussion was held to encourage parents to register their children by visiting houses. | 2. Discussion was held to write a letter of request to the Field Education Officer regarding the shortage of subject-wise teachers and the identification of playgrounds.,120,VII Help,en,"May 20, 2026, 6:23 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/40938/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,rdqj0r59a0zw1koyghh91eypj9blz4w9
"40,939",Need for a School in Maragoudanahalli,Jayalaxmamma,"Maragoudanahalli, Mandya, Karnataka",Mandya,24,2,15,7,2026-05-20,1. The community lacks a school in their town.,1. The opening of a school in the town was discussed as a solution.,120,NRLM Okkoota,en,"May 20, 2026, 7:50 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287714-IMG_20260520_112401.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287641-IMG_20260520_112023.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287891-IMG_20260520_112401.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287845-IMG_20260520_111613.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287661-IMG_20260520_111939.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287549-IMG_20260520_111613.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287770-IMG_20260520_111614.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287605-IMG_20260520_111939.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287686-IMG_20260520_112354.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/1779287803-IMG_20260520_112403.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40939/Need_for_a_School_in_Maragoudanahalli.pdf,ysl5es95bsppfwdrnphj78glyc7l6mho
"40,940","Need for a Local School in Mandya, Karnataka",Jayalaxmamma,"Mandya, Karnataka",Mandya,23,,20,3,2026-05-20,"1. The community lacks a local school, forcing children to travel to another town for education, which can be inconvenient and potentially hinder their access to education.","1. A discussion was held on the steps needed to open a school in the local town, aiming to improve access to education for the community's children.",120,ENNAAR ELL EMm,en,"May 20, 2026, 8:35 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290576-IMG_20260520_160210.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290600-IMG_20260520_160211.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290526-IMG_20260520_160210.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290554-IMG_20260520_160211.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290705-IMG_20260520_160210.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290756-IMG_20260520_160541.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290784-IMG_20260520_160210.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290825-IMG_20260520_160211.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290853-IMG_20260520_160211.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/1779290888-IMG_20260520_160654.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40940/Need_for_a_Local_School_in_Mandya_Karnataka.pdf,nf9hdrwdd35hbfljfsewef1qo9jjmzxj
"40,941",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Mattu Nandini,"Doora Graama, Doora Graama Panchayiti, Maisur Taalooku, Mysuru Jille, Karnataka Raajya",Mysore,15,,12,3,2026-05-19,1. The community faces a challenge in providing access to a library for children. | 2. There is a problem with low school enrollment rates. | 3. Lack of extracurricular activities for children.,1. Building a library at the Gram Panchayat level to provide access to books and educational resources. | 2. Conducting door-to-door visits to increase school enrollments and encourage parents to send their children to school.,120,VII Help Organization,en,"May 20, 2026, 9:27 PM"," | https://mohini-static.shikshalokam.org/chatbot/storymedia/40941/1779293003-1000638069.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40941/1779293040-1000638071.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40941/1779293101-1000638067.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/40941/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,enahyncs03xwj10t0lt60atrnny6kohl
"40,942",Ground Realities: Education Challenges and Community Responses,Mahadevi,"Beechanahalli Grama, Dudda Gramapanchayiti, Mandya Talooku, Mandya Jille, Karnataka Rajya",Mandya,45,,37,8,2026-05-19,1. Lack of children in school | 2. Compound system for school | 3. Clean drinking water unit | 4. Providing nutritious food to children in Anganwadi,"1. Visiting houses in the village with teachers to ensure that more children come to school | 2. Submitting a request to the Gram Panchayat Development Officers along with the local elected members regarding the construction of a school compound | 3. Submitting a request to the Anganwadi Supervisors and Gram Panchayat Development Officers to provide nutritious food in Anganwadis | 4. All the above work is done by the daughter-in-law's association, the village elders, children, and elected members together.",120,VII Help Samsthe,en,"May 20, 2026, 9:54 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40942/1779295474-1000578717.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40942/1779295489-1000578719.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40942/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,7juktx0m9b5o006wpb9o647vznet10ig
"40,944",Need for a Library in Chikkahalli Village,Jayalakshmi R Mattu Nandini MG,"Chikkahalli Graama, Varuna Hobali, Mysore Jille, Karnataka",Mysore,20,,20,,2026-05-15,"1. The village of Chikkahalli lacks a library, forcing children to travel to Varuna village if they wish to access library facilities.","1. An application was submitted to the PDO for the establishment of a library in Chikkahalli village, and it was decided to provide a reading corner for the children in the interim.",120,Wee Help,en,"May 20, 2026, 9:58 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40944/1779295589-IMG-20260515-WA0017.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40944/1779295602-Screenshot_2026-05-15-21-03-17-55_99c04817c0de5652397fc8b56c3b3817.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40944/1779295615-IMG-20260515-WA0017(1).jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40944/1779295631-Screenshot_2026-05-15-21-03-11-59_99c04817c0de5652397fc8b56c3b3817.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40944/Need_for_a_Library_in_Chikkahalli_Village.pdf,36b5pcfi4idlnd5ensp5jgkkph58yhba
"40,946",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Mattu Nandini Engy,"Udburu Graama, Mysuru Talooku, Mysuru Jille, Karnataka Raajya",Mysore,30,5,20,5,2026-05-19,1. Problem with school enrollment | 2. About cleanliness | 3. About library management,1. Parents were made aware to increase school enrollment | 2. Awareness was created about cleanliness programs | 3. It was stated that libraries complement children's learning,120,VII Help Organization,en,"May 20, 2026, 10:36 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40946/1779297397-1000638063.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40946/1779297365-1000638063.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40946/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,5c26xsb1xubt5e0z4tkzepuesijhz412
"40,947",Ground Realities: Education Challenges and Community Responses,Mahadevi,"Madala Grama, Dudda Grama Panchayiti, Mandya Talooku, Mandya Jille, Karnataka Rajya",Mandya,30,,25,5,2026-05-19,1. The community faces issues with the transport system which affects children's access to education. | 2. Road work is needed to improve the infrastructure for safe travel to schools. | 3. There is a need for a pure water plant to provide clean drinking water for the children. | 4. The community is struggling with a lack of children attending school.,1. Submitting a request to depot officials to improve the transport system. | 2. Submitting a request to local elected members and Panchayat Development Officers to improve road repair and to build a clean water plant. | 3. Visiting village homes with loan teachers to increase the number of children in schools.,120,VII Help Samsthe,en,"May 20, 2026, 10:25 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40947/1779297710-1000578765.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40947/1779297678-1000578762.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40947/1779297694-1000578771.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40947/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,6oo1ogrf88njp382sd13om0cdsizg2ki
"40,948",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Mattu Nandini Engy,"Udburu Graama, Udburu Graama Panchayiti, Maisur Taalooku, Mysuru Jille, Karnataka Raajya",Mysore,17,2,15,,2026-05-19,1. About preventing child marriage | 2. About the children's reading corner | 3. About cleanliness,1. The trend of educating girls was created. | 2. Awareness was created to provide equal education to boys and girls. Awareness was created to prevent child marriage.,120,VII Help Organisation,en,"May 20, 2026, 10:50 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40948/1779297934-1000640171.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40948/1779297953-1000640172.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40948/1779297968-1000640170.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40948/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,rnce5agj9iomrzr4bhmk00ogfyb8yo3a
"40,949",Ground Realities: Education Challenges and Community Responses,pushpa,"Devarpur Grama Panchayat, Devamacchi Kaarehadlu, Hoddy, Ponnapete Taluk, Kodagu District",Kodagu,15,,11,4,2026-05-08,1. There was a discussion about children not going to Anganwadi.,1. Discussing with parents before sending children,120,V Help,en,"May 21, 2026, 12:20 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/40949/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,iu6xypl1tq6i42fz1day8oi3rw9v3z3v
"40,950",Ground Realities: Education Challenges and Community Responses,pushpa,Devara Pura Grama Panchayati Vyaaptiya Devamacchi Kaarehadlu Hoddy Ponnapete Taalooku Kodagu Jille,Kodagu,15,,11,4,2026-05-08,1. Lack of transportation to and from schools and colleges,1. The Panchayat will discuss with the teacher again.,120,V Help,en,"May 21, 2026, 12:45 PM"," | https://mohini-static.shikshalokam.org/chatbot/storymedia/40950/1779349186-1000885447.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/40950/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,manvrbpadzsesee5bvgdwdmpj5jz5ygx
"40,952",Ground Realities: Education Challenges and Community Responses,pushpa deana,Titimati Graama Panchayiti Vyaaptiya Majjigala Aane Camp Ponnapete Taalooku Kodagu Jille,Kodagu,15,,11,4,2026-05-11,1. There was a discussion about children not going to Anganwadi. | 2. Drinking water was discussed.,1. Discuss with parents and convince them to send their children. | 2. Visiting the teacher's home and discussing with parents,120,V Help,en,"May 21, 2026, 1:51 PM"," |  | https://mohini-static.shikshalokam.org/chatbot/storymedia/40952/1779352627-1000889650.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40952/1779353008-1000889651.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/40952/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,j834sm7m15fm3lfadmd5jkkncpokgp19
"40,955",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Arisandra Graama, Tegachakere Graama Panchayiti, Channapatna Taalooku, Ramnagar Jille",Ramanagar,45,10,10,25,2026-04-04,1. Discussion was held on making proper toilet arrangements for children.,1. It was brought to the attention of the Panchayat Development Officer.,120,V Help,en,"May 21, 2026, 3:00 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40955/1779356270-IMG-20251207-WA0038.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40955/1779356296-IMG-20251207-WA0037.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40955/1779356313-IMG-20251207-WA0039.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40955/1779356331-IMG-20251207-WA0041.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40955/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,9lzuu49vj24cmnh1s150w01lvzr000qb
"40,957",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Timmasandra, Tegachakere Grama Panchayiti, Channapatna Talooku, Ramnagar Jille",Ramanagar,25,5,15,5,2026-04-04,1. Awareness was created among the people about enrolling children in government schools.,"1. With the help of the villagers, awareness was raised through house-to-house visits.",120,V Help,en,"May 21, 2026, 3:09 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40957/1779356950-IMG-20251127-WA0040.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40957/1779357007-IMG-20251127-WA0045.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40957/1779356967-IMG-20251127-WA0042.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40957/1779356986-IMG-20251127-WA0043.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40957/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,fk35buanzk4pwoa26focfbgn18fepf3j
"40,959",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Gende Kattidoddi, Tegachakere Grama Panchayat, Channapatna Talooku, Ramnagar Jille",Ramanagar,25,5,15,5,2026-04-04,1. English education for children was discussed.,1. The Minister of Education was informed.,120,V Help,en,"May 21, 2026, 3:20 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40959/1779357619-IMG-20251204-WA0041.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40959/1779357636-IMG-20251204-WA0043.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40959/1779357651-IMG-20251204-WA0035.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40959/1779357674-IMG-20251204-WA0038.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40959/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,u2k018s8hcmgbxt2lr59qvn9xhtdtimr
"40,960",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Gollara Doddi, Tegachakere Grama Panchayat, Channapatna Taluk, Ramnagar District",Ramanagar,20,5,10,5,2026-05-04,1. Children were told to give more time to education.,1. Children were informed about higher education with the help of senior students.,811,V Help,en,"May 21, 2026, 3:32 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40960/1779358139-IMG-20251210-WA0103.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40960/1779358161-IMG-20251210-WA0105.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40960/1779358192-IMG-20251210-WA0104.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40960/1779358120-IMG-20251210-WA0101.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40960/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,mgmflv00daofj6bou7g3lue1a5h9itq3
"40,961",Ground Realities: Education Challenges and Community Responses,sakamalavamma,Enr Coloney Graama Tegacha Kere Graama Panchayiti Channapatna Taalooku Ramanagarajille,Ramanagar,25,,25,,2026-04-04,1. Awareness was created about admitting children to government schools.,1. Discussed with the help of senior students,120,V Help,en,"May 21, 2026, 3:40 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40961/1779358562-IMG-20251210-WA0106.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40961/1779358577-IMG-20251210-WA0107.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40961/1779358595-IMG-20251210-WA0097.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40961/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,7cw1sdn2fuiw0itulqi0b4dv6alneo0w
"40,963",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Chikka Vitanen Halli, Graama Tegacha Kere, Graama Panchayiti, Channapatna Taalooku, Raama Nagara Jille",Ramanagar,25,5,15,5,2026-04-04,1. The English education system for children was discussed.,1. With the help of senior students,120,V Help,en,"May 21, 2026, 3:47 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40963/1779359015-IMG-20251210-WA0109.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40963/1779359033-IMG-20251210-WA0110.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40963/1779359045-IMG-20251210-WA0111.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40963/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,13o57ow2rx273uanbgyl22evdpqpqg58
