id,state,district,Date of Discussion
"12,126",bihar,muzaffarpur,2025-09-23
"12,132",bihar,sheohar,2025-09-26
"12,137",bihar,muzaffarpur,2025-09-25
"12,148",bihar,gaya,2025-09-26
"12,159",bihar,muzaffarpur,2025-09-26
"12,184",bihar,east champaran,2025-09-18
"12,189",bihar,rohtas,2025-09-26
"12,206",bihar,west champaran,2025-09-26
"12,217",bihar,muzaffarpur,2025-09-26
"12,221",bihar,east champaran,2025-09-20
"12,224",bihar,vaishali,2025-09-26
"12,230",bihar,east champaran,2025-09-17
"12,246",bihar,gaya,2025-09-26
"12,255",bihar,west champaran,2025-09-26
"12,276",bihar,rohtas,2025-09-20
"12,277",bihar,muzaffarpur,2025-09-26
"12,284",bihar,kaimur,2025-09-19
"12,286",bihar,muzaffarpur,2025-09-26
"12,289",bihar,west champaran,2025-09-19
"12,292",bihar,muzaffarpur,2025-09-26
"12,314",bihar,west champaran,2025-09-26
"12,335",bihar,muzaffarpur,2025-09-25
"12,338",bihar,gaya,2025-09-26
"12,342",bihar,siwan,2025-09-17
"12,361",bihar,west champaran,2025-09-20
"12,362",bihar,kaimur,2025-09-21
"12,372",bihar,rohtas,2025-09-16
"12,380",bihar,sheohar,2025-09-25
"12,412",bihar,sitamarhi,2025-09-25
"12,414",bihar,siwan,2025-09-21
"12,415",bihar,sitamarhi,2025-09-25
"12,422",bihar,gaya,2025-09-19
"12,423",bihar,muzaffarpur,2025-09-23
"12,425",bihar,sheohar,2025-09-25
"12,426",bihar,muzaffarpur,2025-09-25
"12,433",bihar,muzaffarpur,2025-09-24
"12,438",bihar,muzaffarpur,2025-09-24
"12,450",bihar,kaimur,2025-09-22
"12,454",bihar,gaya,2025-09-25
"12,484",bihar,kaimur,2025-09-25
"12,512",bihar,rohtas,2025-09-26
"12,531",bihar,gaya,2025-09-23
"12,540",bihar,sitamarhi,2025-09-26
"12,543",bihar,gaya,2025-09-25
"12,555",bihar,sitamarhi,2025-09-24
"12,583",bihar,vaishali,2025-09-27
"12,593",bihar,gaya,2025-09-19
"12,600",bihar,gaya,2025-09-24
"12,612",bihar,gaya,2025-09-23
"12,620",bihar,sheohar,2025-09-25
"12,621",bihar,west champaran,2025-09-23
"12,626",bihar,gaya,2025-09-26
"12,628",bihar,sitamarhi,2025-09-25
"12,639",bihar,muzaffarpur,2025-09-27
"12,640",bihar,gaya,2025-09-22
"12,641",bihar,muzaffarpur,2025-09-27
"12,642",bihar,kaimur,2025-09-18
"12,652",bihar,kaimur,2025-09-20
"12,658",bihar,muzaffarpur,2025-09-22
"12,666",bihar,west champaran,2025-09-21
"12,667",bihar,kaimur,2025-09-21
"12,677",bihar,muzaffarpur,2025-09-19
"12,684",bihar,muzaffarpur,2025-09-27
"12,685",bihar,muzaffarpur,2025-09-23
"12,686",bihar,gaya,2025-09-25
"12,687",bihar,muzaffarpur,2025-09-19
"12,689",bihar,gaya,2025-09-27
"12,695",bihar,muzaffarpur,2025-09-23
"12,698",bihar,muzaffarpur,2025-09-19
"12,712",bihar,gaya,2025-09-25
"12,717",bihar,muzaffarpur,2025-09-20
"12,722",bihar,east champaran,2025-09-16
"12,723",bihar,muzaffarpur,2025-06-27
"12,731",bihar,gaya,2025-09-26
"12,740",bihar,east champaran,2025-09-24
"12,747",bihar,gaya,2025-09-22
"12,749",bihar,rohtas,2025-09-22
"12,766",bihar,gaya,2025-09-25
"12,771",bihar,sitamarhi,2025-09-26
"12,791",bihar,east champaran,2025-09-23
"12,798",bihar,gaya,2025-09-27
"12,807",bihar,east champaran,2025-09-19
"12,811",bihar,sheohar,2025-09-27
"12,843",bihar,east champaran,2025-09-18
"12,849",bihar,kaimur,2025-09-25
"12,853",bihar,gaya,2025-09-26
"12,864",bihar,vaishali,2025-09-27
"12,865",bihar,west champaran,2025-09-25
"12,868",bihar,gaya,2025-09-19
"12,878",bihar,muzaffarpur,2025-09-19
"12,880",bihar,kaimur,2025-09-24
"12,899",bihar,gaya,2025-09-20
"12,906",bihar,muzaffarpur,2025-09-27
"12,915",bihar,sheohar,2025-09-16
"12,920",bihar,gaya,2025-09-27
"12,922",bihar,gaya,2025-09-27
"12,930",bihar,gaya,2025-09-27
"12,933",bihar,vaishali,2025-09-27
"12,935",bihar,east champaran,2025-09-17
"12,939",bihar,west champaran,2025-09-24
"12,944",bihar,west champaran,2025-09-27
"12,956",bihar,muzaffarpur,2025-09-24
"12,959",bihar,gaya,2025-09-27
"12,966",bihar,muzaffarpur,2025-09-25
"12,972",bihar,kaimur,2025-09-26
"12,975",bihar,gaya,2025-09-27
"12,981",bihar,west champaran,2025-09-20
"12,983",bihar,muzaffarpur,2025-09-18
"12,987",bihar,muzaffarpur,2025-09-24
"12,993",bihar,gaya,2025-09-25
"12,995",bihar,east champaran,2025-09-25
"13,008",bihar,gaya,2025-09-27
"13,027",bihar,kaimur,2025-09-20
"13,030",bihar,kaimur,2025-09-16
"13,040",bihar,gaya,2025-09-27
"13,043",bihar,kaimur,2025-09-17
"13,057",bihar,kaimur,2025-09-09
"13,089",bihar,kaimur,2025-09-09
"13,091",bihar,muzaffarpur,2025-09-27
"13,096",bihar,west champaran,2025-09-26
"13,097",bihar,sheohar,2025-09-18
"13,105",bihar,kaimur,2025-09-25
"13,117",bihar,sheohar,2025-09-24
"13,125",bihar,gaya,2025-09-25
"13,126",bihar,gaya,2025-09-19
"13,127",bihar,gaya,2025-09-17
"13,141",bihar,kaimur,2025-09-17
"13,150",bihar,muzaffarpur,2025-09-27
"13,158",bihar,muzaffarpur,2025-09-20
"13,187",bihar,rohtas,2025-09-20
"13,196",bihar,east champaran,2025-09-24
"13,199",bihar,gaya,2025-09-27
"13,222",bihar,siwan,2025-09-22
"13,227",bihar,siwan,2025-09-23
"13,233",bihar,muzaffarpur,2025-09-24
"13,240",bihar,gaya,2025-09-28
"13,256",bihar,siwan,2025-09-23
"13,260",bihar,gaya,2025-09-24
"13,273",bihar,kaimur,2025-09-25
"13,274",bihar,rohtas,2025-09-23
"13,279",bihar,rohtas,2025-09-18
"13,280",bihar,kaimur,2025-09-24
"13,283",bihar,rohtas,2025-09-26
"13,295",bihar,rohtas,2025-09-18
"13,307",bihar,siwan,2025-09-25
"13,308",bihar,rohtas,2025-09-18
"13,314",bihar,gaya,2025-09-27
"13,315",bihar,gaya,2025-09-19
"13,330",bihar,gaya,2025-09-28
"13,340",bihar,muzaffarpur,2025-09-25
"13,359",bihar,muzaffarpur,2025-09-26
"13,361",bihar,gaya,2025-09-28
"13,363",bihar,muzaffarpur,2025-09-28
"13,372",bihar,muzaffarpur,2025-09-25
"13,395",bihar,rohtas,2025-09-19
"13,408",bihar,rohtas,2025-09-22
"13,410",bihar,muzaffarpur,2025-09-27
"13,428",bihar,vaishali,2025-09-26
"13,438",bihar,muzaffarpur,2025-09-25
"13,452",bihar,gaya,2025-09-26
"13,482",bihar,vaishali,2025-09-25
"13,483",bihar,gaya,2025-09-18
"13,497",bihar,vaishali,2025-09-28
"13,509",bihar,gaya,2025-09-28
"13,541",bihar,kaimur,2025-09-16
"13,544",bihar,vaishali,2025-09-28
"13,552",bihar,vaishali,2025-09-28
"13,554",bihar,vaishali,2025-09-28
"13,563",bihar,gaya,2025-09-28
"13,564",bihar,kaimur,2025-09-19
"13,570",bihar,muzaffarpur,2025-09-28
"13,576",bihar,kaimur,2025-09-19
"13,587",bihar,gaya,2025-09-28
"13,591",bihar,muzaffarpur,2025-09-24
"13,596",bihar,east champaran,2025-09-18
"13,600",bihar,east champaran,2025-09-20
"13,601",bihar,gaya,2025-09-24
"13,606",bihar,muzaffarpur,2025-09-28
"13,608",bihar,gaya,2025-09-27
"13,615",bihar,muzaffarpur,2025-09-23
"13,618",bihar,rohtas,2025-09-25
"13,624",bihar,east champaran,2025-09-23
"13,630",bihar,gaya,2025-09-28
"13,636",bihar,east champaran,2025-09-25
"13,640",bihar,gaya,2025-09-22
"13,647",bihar,muzaffarpur,2025-09-28
"13,649",bihar,muzaffarpur,2025-09-25
"13,657",bihar,gaya,2025-09-28
"13,669",bihar,muzaffarpur,2025-09-28
"13,696",bihar,muzaffarpur,2025-09-25
"13,724",bihar,rohtas,2025-09-21
"13,736",bihar,muzaffarpur,2025-09-20
"13,739",bihar,sitamarhi,2025-09-28
"13,741",bihar,muzaffarpur,2025-09-20
"13,753",bihar,gaya,2025-09-28
"13,754",bihar,kaimur,2025-09-18
"13,764",bihar,muzaffarpur,2025-09-25
"13,783",bihar,sheohar,2025-09-24
"13,807",bihar,kaimur,2025-09-22
"13,812",bihar,kaimur,2025-09-24
"13,857",bihar,rohtas,2025-09-25
"13,871",bihar,kaimur,2025-09-20
"13,877",bihar,kaimur,2025-09-16
"13,879",bihar,kaimur,2025-09-17
"14,907",bihar,kaimur,2025-10-24
"15,152",bihar,sitamarhi,2025-11-09
"16,247",bihar,sitamarhi,2025-11-29
"16,255",bihar,sitamarhi,2025-11-29
"16,295",bihar,sitamarhi,2025-11-30
"16,373",bihar,sitamarhi,2025-12-01
"16,401",bihar,muzaffarpur,2025-12-02
"16,414",bihar,muzaffarpur,2025-12-02
"16,418",bihar,muzaffarpur,2025-06-13
"16,432",bihar,muzaffarpur,2025-10-20
"16,436",bihar,rohtas,2025-12-03
"16,453",bihar,rohtas,2025-03-16
"16,498",bihar,gaya,2025-12-05
"16,529",bihar,rohtas,2025-12-06
"16,572",bihar,gaya,2025-12-08
"16,582",bihar,west champaran,2025-12-08
"16,584",bihar,west champaran,2025-12-08
"16,641",bihar,gaya,2025-12-11
"16,667",bihar,east champaran,2025-12-11
"16,688",bihar,muzaffarpur,2025-12-12
"16,689",bihar,rohtas,2025-12-12
"16,692",bihar,sitamarhi,2025-12-12
"16,696",bihar,east champaran,2025-12-11
"16,697",bihar,east champaran,2025-12-11
"16,713",bihar,muzaffarpur,2025-12-13
"16,721",bihar,rohtas,2025-12-13
"16,732",bihar,rohtas,2025-12-13
"16,734",bihar,muzaffarpur,2025-12-13
"16,752",bihar,muzaffarpur,2025-12-14
"16,753",bihar,muzaffarpur,2025-12-14
"16,761",bihar,gaya,2025-12-13
"16,779",bihar,gaya,2025-12-13
"16,796",bihar,west champaran,2025-12-15
"16,818",bihar,muzaffarpur,2025-12-15
"16,820",bihar,rohtas,2025-03-15
"16,821",bihar,muzaffarpur,2025-12-15
"16,826",bihar,muzaffarpur,2025-12-15
"16,853",bihar,gaya,2025-12-16
"16,855",bihar,rohtas,2025-12-16
"16,862",bihar,west champaran,2025-12-16
"16,867",bihar,muzaffarpur,2025-12-12
"16,881",bihar,rohtas,2025-12-14
"16,885",bihar,rohtas,2025-03-17
"16,898",bihar,gaya,2025-12-17
"16,901",bihar,kaimur,2025-12-17
"16,906",bihar,gaya,2025-12-17
"16,925",bihar,kaimur,2025-12-17
"16,926",bihar,sheohar,2025-12-17
"16,933",bihar,sitamarhi,2025-12-17
"16,947",bihar,west champaran,2025-12-17
"16,959",bihar,muzaffarpur,2025-12-17
"16,962",bihar,sitamarhi,2025-12-17
"16,973",bihar,muzaffarpur,2025-12-17
"16,975",bihar,gaya,2025-12-17
"16,987",bihar,muzaffarpur,2025-12-17
"16,989",bihar,sitamarhi,2025-12-17
"17,019",bihar,west champaran,2025-12-17
"17,024",bihar,gaya,2025-03-17
"17,033",bihar,rohtas,2025-12-17
"17,043",bihar,gaya,2025-12-17
"17,049",bihar,rohtas,2025-12-17
"17,070",bihar,vaishali,2025-12-17
"17,071",bihar,sitamarhi,2025-12-17
"17,079",bihar,sitamarhi,2025-12-17
"17,086",bihar,sitamarhi,2025-12-17
"17,097",bihar,vaishali,2025-12-17
"17,099",bihar,sitamarhi,2025-12-17
"17,100",bihar,rohtas,2025-12-17
"17,143",bihar,muzaffarpur,2025-12-17
"17,148",bihar,rohtas,2025-12-17
"17,154",bihar,gaya,2025-12-17
"17,158",bihar,gaya,2025-12-17
"17,164",bihar,sheohar,2025-12-17
"17,172",bihar,west champaran,2025-12-17
"17,177",bihar,sitamarhi,2025-12-17
"17,197",bihar,rohtas,2025-12-17
"17,204",bihar,west champaran,2025-12-17
"17,208",bihar,kaimur,2025-12-17
"17,219",bihar,vaishali,2025-12-17
"17,226",bihar,gaya,2025-12-17
"17,228",bihar,west champaran,2025-12-17
"17,232",bihar,sitamarhi,2025-12-17
"17,237",bihar,vaishali,2025-12-17
"17,238",bihar,sitamarhi,2025-12-17
"17,258",bihar,sitamarhi,2025-12-17
"17,276",bihar,muzaffarpur,2025-12-17
"17,291",bihar,gaya,2025-12-17
"17,314",bihar,gaya,2025-12-02
"17,386",bihar,gaya,2025-12-17
"17,393",bihar,sitamarhi,2025-12-17
"17,399",bihar,rohtas,2025-12-17
"17,408",bihar,muzaffarpur,2025-12-17
"17,428",bihar,kaimur,2025-12-17
"17,452",bihar,sitamarhi,2025-12-17
"17,454",bihar,rohtas,2025-12-17
"17,460",bihar,gaya,2025-12-17
"17,478",bihar,rohtas,2025-12-17
"17,481",bihar,rohtas,2025-12-17
"17,487",bihar,gaya,2025-12-17
"17,488",bihar,gaya,2025-11-17
"17,499",bihar,muzaffarpur,2025-10-20
"17,500",bihar,east champaran,2025-12-17
"17,510",bihar,rohtas,2025-12-17
"17,516",bihar,kaimur,2025-12-17
"17,523",bihar,sitamarhi,2025-12-17
"17,529",bihar,west champaran,2025-12-12
"17,549",bihar,rohtas,2025-12-17
"17,552",bihar,kaimur,2025-12-17
"17,559",bihar,gaya,2025-12-17
"17,566",bihar,rohtas,2015-12-17
"17,570",bihar,gaya,2025-12-17
"17,573",bihar,muzaffarpur,2025-12-17
"17,579",bihar,rohtas,2025-12-17
"17,602",bihar,gaya,2025-12-17
"17,608",bihar,gaya,2025-12-17
"17,629",bihar,gaya,2025-12-17
"17,655",bihar,muzaffarpur,2025-12-17
"17,656",bihar,muzaffarpur,2025-12-18
"17,657",bihar,gaya,2025-12-18
"17,663",bihar,rohtas,2025-12-17
"17,670",bihar,gaya,2025-12-17
"17,675",bihar,sitamarhi,2025-12-18
"17,678",bihar,rohtas,2025-12-18
"17,688",bihar,gaya,2025-12-18
"17,704",bihar,kaimur,2025-12-17
"17,715",bihar,rohtas,2025-12-18
"17,722",bihar,kaimur,2025-12-17
"17,729",bihar,muzaffarpur,2025-12-18
"17,735",bihar,west champaran,2025-12-18
"17,739",bihar,muzaffarpur,2025-12-18
"17,749",bihar,sitamarhi,2025-12-17
"17,754",bihar,sitamarhi,2025-05-18
"17,755",bihar,muzaffarpur,2025-12-18
"17,757",bihar,gaya,2025-12-18
"17,758",bihar,kaimur,2025-12-18
"17,762",bihar,sitamarhi,2025-12-18
"17,767",bihar,gaya,2025-12-18
"17,786",bihar,rohtas,2025-12-18
"17,789",bihar,rohtas,2025-12-18
"17,805",bihar,muzaffarpur,2025-12-18
"17,845",bihar,sitamarhi,2025-12-18
"17,856",bihar,sitamarhi,2025-12-18
"17,879",bihar,muzaffarpur,2025-12-18
"17,883",bihar,patna,2025-12-18
"17,890",bihar,muzaffarpur,2025-12-18
"17,899",bihar,gaya,2025-12-18
"17,910",bihar,sheohar,2025-12-17
"17,919",bihar,gaya,2025-12-17
"17,930",bihar,muzaffarpur,2025-12-18
"17,934",bihar,muzaffarpur,2025-12-17
"17,939",bihar,muzaffarpur,2025-12-18
"17,948",bihar,patna,2025-12-18
"17,963",bihar,sitamarhi,2025-12-17
"17,964",bihar,sitamarhi,2025-12-18
"17,971",bihar,west champaran,2025-12-17
"17,973",bihar,sitamarhi,2025-12-18
"17,975",bihar,gaya,2025-12-18
"17,977",bihar,kaimur,2025-12-17
"17,978",bihar,gaya,2025-12-18
"17,988",bihar,muzaffarpur,2025-12-18
"17,996",bihar,sitamarhi,2025-12-17
"18,000",bihar,muzaffarpur,2025-12-18
"18,004",bihar,gaya,2025-12-18
"18,016",bihar,rohtas,2025-12-18
"18,027",bihar,gaya,2025-12-18
"18,056",bihar,muzaffarpur,2025-12-18
"18,057",bihar,muzaffarpur,2025-12-18
"18,058",bihar,muzaffarpur,2025-12-18
"18,064",bihar,rohtas,2025-12-18
"18,069",bihar,sitamarhi,2025-12-18
"18,081",bihar,muzaffarpur,2025-12-17
"18,100",bihar,sitamarhi,2025-12-18
"18,121",bihar,vaishali,2025-12-18
"18,122",bihar,rohtas,2025-12-17
"18,125",bihar,muzaffarpur,2025-12-18
"18,132",bihar,kaimur,2025-12-18
"18,143",bihar,rohtas,2025-12-17
"18,145",bihar,west champaran,2025-12-18
"18,146",bihar,muzaffarpur,2025-12-18
"18,165",bihar,gaya,2025-12-17
"18,179",bihar,gaya,2025-12-18
"18,191",bihar,aurangabad,2025-12-18
"18,193",bihar,gaya,2025-12-18
"18,196",bihar,rohtas,2025-12-18
"18,200",bihar,muzaffarpur,2025-12-18
"18,206",bihar,east champaran,2025-12-18
"18,213",bihar,kaimur,2025-12-18
"18,239",bihar,vaishali,2025-12-18
"18,240",bihar,muzaffarpur,2025-12-18
"18,251",bihar,gaya,2025-12-18
"18,253",bihar,muzaffarpur,2025-12-17
"18,257",bihar,vaishali,2025-12-18
"18,260",bihar,gaya,2025-12-18
"18,293",bihar,muzaffarpur,2025-12-18
"18,295",bihar,rohtas,2025-12-18
"18,303",bihar,vaishali,2025-12-18
"18,310",bihar,east champaran,2025-12-17
"18,315",bihar,gaya,2025-12-18
"18,319",bihar,rohtas,2025-12-18
"18,336",bihar,rohtas,2025-12-18
"18,340",bihar,east champaran,2025-12-18
"18,341",bihar,rohtas,2025-12-12
"18,350",bihar,kaimur,2025-12-18
"18,367",bihar,gaya,2025-12-18
"18,378",bihar,gaya,2025-12-18
"18,398",bihar,muzaffarpur,2025-12-18
"18,405",bihar,sheohar,2025-12-18
"18,406",bihar,kaimur,2025-12-18
"18,411",bihar,kaimur,2025-12-18
"18,414",bihar,rohtas,2025-12-18
"18,444",bihar,sheohar,2025-12-17
"18,453",bihar,gaya,2025-12-18
"18,454",bihar,sitamarhi,2025-12-17
"18,462",bihar,gaya,2025-03-18
"18,463",bihar,kaimur,2025-12-18
"18,475",bihar,rohtas,2025-12-18
"18,499",bihar,gaya,2025-12-18
"18,506",bihar,gaya,2025-12-18
"18,513",bihar,sitamarhi,2025-12-19
"18,516",bihar,gaya,2025-12-17
"18,520",bihar,muzaffarpur,2025-12-19
"18,522",bihar,muzaffarpur,2025-12-17
"18,525",bihar,sitamarhi,2025-12-18
"18,535",bihar,gaya,2025-12-19
"18,538",bihar,sitamarhi,2025-12-19
"18,548",bihar,muzaffarpur,2025-12-19
"18,555",bihar,muzaffarpur,2025-12-19
"18,557",bihar,muzaffarpur,2025-12-19
"18,561",bihar,sitamarhi,2025-12-19
"18,577",bihar,muzaffarpur,2025-12-19
"18,579",bihar,gaya,2025-01-19
"18,594",bihar,rohtas,2025-12-19
"18,598",bihar,rohtas,2025-12-18
"18,606",bihar,muzaffarpur,2025-12-19
"18,608",bihar,sitamarhi,2025-12-19
"18,629",bihar,gaya,2025-12-19
"18,635",bihar,muzaffarpur,2025-12-19
"18,641",bihar,kaimur,2025-12-19
"18,645",bihar,muzaffarpur,2025-12-17
"18,647",bihar,muzaffarpur,2025-12-19
"18,655",bihar,sitamarhi,2025-12-19
"18,656",bihar,vaishali,2025-12-19
"18,658",bihar,muzaffarpur,2025-12-19
"18,669",bihar,muzaffarpur,2025-12-19
"18,684",bihar,sitamarhi,2025-12-18
"18,691",bihar,west champaran,2025-12-19
"18,693",bihar,sitamarhi,2025-12-19
"18,697",bihar,gaya,2025-12-19
"18,712",bihar,sitamarhi,2025-12-19
"18,714",bihar,gaya,2025-12-19
"18,716",bihar,kaimur,2025-12-19
"18,723",bihar,gaya,2025-12-18
"18,743",bihar,muzaffarpur,2025-12-17
"18,774",bihar,sitamarhi,2025-12-19
"18,802",bihar,gaya,2025-12-19
"18,819",bihar,gaya,2025-12-19
"18,825",bihar,sheohar,2025-12-19
"18,834",bihar,gaya,2025-12-19
"18,836",bihar,west champaran,2025-12-19
"18,839",bihar,gaya,2025-12-19
"18,841",bihar,muzaffarpur,2025-12-19
"18,850",bihar,gaya,2025-12-19
"18,851",bihar,gaya,2012-12-19
"18,852",bihar,gaya,2025-12-19
"18,853",bihar,west champaran,2025-12-19
"18,857",bihar,rohtas,2025-12-19
"18,858",bihar,rohtas,2025-12-19
"18,864",bihar,west champaran,2025-12-19
"18,870",bihar,gaya,2025-12-18
"18,875",bihar,sitamarhi,2025-12-19
"18,905",bihar,gaya,2025-12-19
"18,917",bihar,gaya,2025-12-19
"18,919",bihar,aurangabad,2025-12-19
"18,923",bihar,muzaffarpur,2025-12-18
"18,939",bihar,muzaffarpur,2025-12-19
"18,951",bihar,rohtas,2025-12-19
"18,955",bihar,east champaran,2025-12-19
"18,963",bihar,gaya,2025-12-19
"18,973",bihar,rohtas,2025-01-19
"18,977",bihar,gaya,2025-03-19
"18,978",bihar,kaimur,2025-12-19
"18,982",bihar,rohtas,2025-12-19
"19,000",bihar,kaimur,2025-12-19
"19,010",bihar,rohtas,2025-12-19
"19,018",bihar,kaimur,2025-12-19
"19,028",bihar,muzaffarpur,2005-12-19
"19,032",bihar,west champaran,2025-12-19
"19,044",bihar,muzaffarpur,2025-12-19
"19,046",bihar,muzaffarpur,2025-12-19
"19,051",bihar,rohtas,2025-12-19
"19,060",bihar,sitamarhi,2025-03-19
"19,062",bihar,gaya,2025-12-19
"19,066",bihar,rohtas,2025-12-19
"19,084",bihar,gaya,2025-12-19
"19,094",bihar,muzaffarpur,2025-12-18
"19,101",bihar,rohtas,2025-12-19
"19,102",bihar,muzaffarpur,2025-12-19
"19,104",bihar,muzaffarpur,2025-12-19
"19,111",bihar,muzaffarpur,2025-12-19
"19,116",bihar,sitamarhi,2025-12-18
"19,120",bihar,rohtas,2025-12-19
"19,131",bihar,sheohar,2025-12-19
"19,134",bihar,gaya,2025-12-19
"19,153",bihar,rohtas,2025-12-19
"19,164",bihar,east champaran,2025-12-19
"19,166",bihar,gaya,2025-12-19
"19,176",bihar,gaya,2025-12-19
"19,181",bihar,gaya,2025-12-19
"19,192",bihar,sitamarhi,2025-12-17
"19,205",bihar,vaishali,2025-12-19
"19,211",bihar,muzaffarpur,2025-12-17
"19,222",bihar,gaya,2025-12-19
"19,231",bihar,kaimur,2025-12-20
"19,234",bihar,sheohar,2025-12-19
"19,238",bihar,rohtas,2025-11-19
"19,239",bihar,patna,2025-12-19
"19,243",bihar,vaishali,2025-12-19
"19,266",bihar,patna,2025-12-19
"19,269",bihar,muzaffarpur,2025-12-20
"19,286",bihar,kaimur,2025-12-20
"19,287",bihar,rohtas,2025-12-20
"19,288",bihar,gaya,2025-12-17
"19,298",bihar,rohtas,2025-12-20
"19,309",bihar,gaya,2025-12-17
"19,310",bihar,west champaran,2025-12-20
"19,320",bihar,muzaffarpur,2025-12-20
"19,330",bihar,gaya,2025-12-20
"19,336",bihar,muzaffarpur,2025-12-20
"19,339",bihar,gaya,2025-12-19
"19,341",bihar,sitamarhi,2025-12-20
"19,348",bihar,kaimur,2025-12-20
"19,350",bihar,gaya,2025-12-20
"19,352",bihar,muzaffarpur,2025-12-18
"19,354",bihar,sitamarhi,2025-12-19
"19,359",bihar,muzaffarpur,2025-12-20
"19,370",bihar,sheohar,2025-12-19
"19,371",bihar,sitamarhi,2025-12-20
"19,382",bihar,gaya,2025-12-20
"19,383",bihar,rohtas,2025-12-20
"19,389",bihar,gaya,2025-12-20
"19,402",bihar,sitamarhi,2025-12-19
"19,405",bihar,west champaran,2025-12-20
"19,407",bihar,rohtas,2025-12-20
"19,422",bihar,rohtas,2025-12-20
"19,425",bihar,patna,2025-12-20
"19,437",bihar,west champaran,2025-12-20
"19,444",bihar,west champaran,2020-12-19
"19,456",bihar,kaimur,2025-12-20
"19,457",bihar,sheohar,2025-12-20
"19,460",bihar,sitamarhi,2025-12-20
"19,461",bihar,kaimur,2025-12-20
"19,467",bihar,sheohar,2025-12-20
"19,468",bihar,gaya,2025-12-20
"19,469",bihar,gaya,2025-12-19
"19,476",bihar,sitamarhi,2025-12-20
"19,490",bihar,sitamarhi,2025-12-20
"19,496",bihar,muzaffarpur,2025-12-20
"19,518",bihar,sitamarhi,2025-12-20
"19,524",bihar,vaishali,2025-12-20
"19,535",bihar,muzaffarpur,2025-12-19
"19,539",bihar,rohtas,2025-12-20
"19,546",bihar,rohtas,2025-12-20
"19,564",bihar,west champaran,2025-12-19
"19,569",bihar,patna,2025-12-20
"19,588",bihar,kaimur,2025-12-20
"19,596",bihar,kaimur,2025-12-19
"19,612",bihar,gaya,2025-12-19
"19,613",bihar,rohtas,2025-12-20
"19,616",bihar,muzaffarpur,2025-12-20
"19,624",bihar,gaya,2025-12-19
"19,653",bihar,gaya,2025-12-19
"19,662",bihar,rohtas,2025-12-20
"19,667",bihar,vaishali,2025-12-20
"19,681",bihar,kaimur,2025-12-19
"19,685",bihar,muzaffarpur,2025-12-20
"19,688",bihar,kaimur,2025-12-17
"19,693",bihar,gaya,2025-12-20
"19,703",bihar,west champaran,2025-12-20
"19,711",bihar,sitamarhi,2025-12-20
"19,714",bihar,gaya,2025-12-20
"19,731",bihar,west champaran,2025-12-20
"19,749",bihar,west champaran,2025-12-20
"19,756",bihar,kaimur,2025-12-20
"19,768",bihar,west champaran,2025-12-20
"19,769",bihar,muzaffarpur,2000-12-17
"19,782",bihar,rohtas,2025-12-17
"19,787",bihar,muzaffarpur,2025-12-20
"19,793",bihar,kaimur,2025-12-20
"19,798",bihar,east champaran,2025-12-20
"19,803",bihar,gaya,2025-12-20
"19,807",bihar,patna,2025-12-20
"19,834",bihar,muzaffarpur,2025-12-20
"19,845",bihar,rohtas,2025-12-20
"19,852",bihar,vaishali,2025-12-20
"19,854",bihar,muzaffarpur,2025-12-20
"19,898",bihar,sitamarhi,2025-12-20
"19,909",bihar,gaya,2025-12-18
"19,917",bihar,west champaran,2025-12-20
"19,922",bihar,gaya,2025-12-20
"19,927",bihar,vaishali,2025-12-20
"19,943",bihar,gaya,2025-12-20
"19,951",bihar,sitamarhi,2025-12-20
"19,956",bihar,gaya,2025-12-19
"19,959",bihar,rohtas,2025-12-20
"19,965",bihar,kaimur,2025-12-20
"19,971",bihar,kaimur,2025-12-20
"19,972",bihar,vaishali,2025-12-20
"19,977",bihar,kaimur,2025-12-17
"19,995",bihar,muzaffarpur,2025-12-19
"20,000",bihar,vaishali,2025-12-17
"20,003",bihar,west champaran,2025-03-19
"20,005",bihar,gaya,2025-12-20
"20,011",bihar,sitamarhi,2025-12-20
"20,036",bihar,kaimur,2025-12-21
"20,038",bihar,sitamarhi,2025-12-20
"20,044",bihar,sitamarhi,2025-12-20
"20,045",bihar,gaya,2020-12-20
"20,054",bihar,rohtas,2025-12-19
"20,065",bihar,siwan,2025-12-17
"20,069",bihar,muzaffarpur,2025-12-17
"20,073",bihar,muzaffarpur,2025-12-21
"20,085",bihar,rohtas,2025-12-20
"20,090",bihar,muzaffarpur,2025-12-21
"20,092",bihar,rohtas,2025-12-21
"20,100",bihar,muzaffarpur,2025-12-21
"20,103",bihar,muzaffarpur,2025-12-21
"20,113",bihar,muzaffarpur,2025-12-20
"20,116",bihar,muzaffarpur,2025-12-21
"20,119",bihar,sitamarhi,2025-12-21
"20,121",bihar,muzaffarpur,2025-12-21
"20,125",bihar,muzaffarpur,2025-12-21
"20,129",bihar,muzaffarpur,2025-12-21
"20,134",bihar,sitamarhi,2025-12-21
"20,142",bihar,sitamarhi,2025-12-19
"20,168",bihar,sitamarhi,2025-12-21
"20,192",bihar,sheohar,2025-12-17
"20,201",bihar,rohtas,2025-12-19
"20,207",bihar,sitamarhi,2025-12-21
"20,220",bihar,rohtas,2025-12-21
"20,223",bihar,gaya,2025-12-21
"20,245",bihar,rohtas,2025-12-19
"20,251",bihar,gaya,2025-12-21
